sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,product_online,tax_class_name,visibility,price,base_image,small_image,thumbnail_image,swatch_image,display_product_options_in,additional_attributes,use_config_min_qty,is_qty_decimal,use_config_backorders,use_config_min_sale_qty,use_config_max_sale_qty,is_in_stock,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,website_id,additional_images
3514,,Default,simple,rcat_fr/Charpente et collés/Lambourdes-carrelets/Lambourdes aboutées,"prof,priv",Lambourdes épicéa aboutées rabotées 5.00 m 30/60 mm,"<div style=""min-width: 20em; min-height: 4em; color: black; background-color: white; text-align: left; font-size: medium; font-family: Arial; font-weight: normal; font-style: normal;""><span style=""font-weight: bold;""><font size=""4"">Lambourdes épicéa/sapin aboutées&#44;</font><br/></span><font size=""4"">rabotées 4 faces&#44; bois Suisse.</font><font size=""4""><span style=""font-weight: bold;""><br/><br style=""text-decoration: underline;""/></span><span style=""text-decoration: underline;"">Sections:</span> <span style=""font-style: italic;"">30/60 mm</span>        <span style=""text-decoration: underline;"">Longueur:</span><span style=""font-weight: bold;""> </span><span style=""font-style: italic;"">5 m<br/><br/>8 pces/paquets<br/>448 pces / ballot<br/><br/></span></font><font size=""4""><span style=""font-weight: bold;"">Rabais dès 1000 ml : 10%</span></font><br type=""_moz""/></div>",1,TVA taux normal,"Catalogue, recherche",2.7,/charpente_et_colles/bois_colles/aboutes_massifs/lambourdes_epicea_sapin_aboutees.jpg,/charpente_et_colles/bois_colles/aboutes_massifs/lambourdes_epicea_sapin_aboutees.jpg,/charpente_et_colles/bois_colles/aboutes_massifs/lambourdes_epicea_sapin_aboutees.jpg,/charpente_et_colles/bois_colles/aboutes_massifs/lambourdes_epicea_sapin_aboutees.jpg,Block after Info Column,product_nbr=léa.a.30.60.5.00.site,1,1,1,1,1,1,0,0,0,8,0,1,,/charpente_et_colles/bois_colles/aboutes_massifs/lambourdes_epicea_sapin_aboutees.jpg
3515,,Default,simple,rcat_fr/Charpente et collés/Lambourdes-carrelets/Lambourdes aboutées,"prof,priv",Lambourdes épicéa aboutées rabotées 5.00 m 40/40 mm,"<div style=""min-width: 20em; min-height: 4em; color: black; background-color: white; text-align: left; font-size: medium; font-family: Arial; font-weight: normal; font-style: normal;""><span style=""font-weight: bold;""><font size=""4"">Lambourdes épicéa/sapin aboutées&#44;</font><br/></span><font size=""4"">rabotées 4 faces&#44; bois Suisse.</font><font size=""4""><span style=""font-weight: bold;""><br/><br style=""text-decoration: underline;""/></span><span style=""text-decoration: underline;"">Sections:</span> <span style=""font-style: italic;"">40/40 mm</span>        <span style=""text-decoration: underline;"">Longueur:</span><span style=""font-weight: bold;""> </span><span style=""font-style: italic;"">5 m<br/><br/>4 pces/paquets<br/>480 pces / ballot<br/><br/></span></font><font size=""4""><span style=""font-weight: bold;"">Rabais dès 1000 ml : 10%</span></font><br type=""_moz""/></div>",1,TVA taux normal,"Catalogue, recherche",2.75,/charpente_et_colles/bois_colles/aboutes_massifs/lambourdes_epicea_sapin_aboutees.jpg,/charpente_et_colles/bois_colles/aboutes_massifs/lambourdes_epicea_sapin_aboutees.jpg,/charpente_et_colles/bois_colles/aboutes_massifs/lambourdes_epicea_sapin_aboutees.jpg,/charpente_et_colles/bois_colles/aboutes_massifs/lambourdes_epicea_sapin_aboutees.jpg,Block after Info Column,product_nbr=léa.a.40.40.5.00.site,1,1,1,1,1,1,0,0,0,4,0,1,,/charpente_et_colles/bois_colles/aboutes_massifs/lambourdes_epicea_sapin_aboutees.jpg
3518,,Default,simple,rcat_fr/Charpente et collés/Lambourdes-carrelets/Lambourdes aboutées,"prof,priv",Lambourdes épicéa aboutées rabotées 5.00 m 50/60 mm,"<div style=""min-width: 20em; min-height: 4em; color: black; background-color: white; text-align: left; font-size: medium; font-family: Arial; font-weight: normal; font-style: normal;""><span style=""font-weight: bold;""><font size=""4"">Lambourdes épicéa/sapin aboutées&#44;</font><br/></span><font size=""4"">rabotées 4 faces&#44; bois Suisse.</font><font size=""4""><span style=""font-weight: bold;""><br/><br style=""text-decoration: underline;""/></span><span style=""text-decoration: underline;"">Sections:</span> <span style=""font-style: italic;"">50/60 mm</span>        <span style=""text-decoration: underline;"">Longueur:</span><span style=""font-weight: bold;""> </span><span style=""font-style: italic;"">5 m<br/><br/>4 pces/paquets<br/>256 pces / ballot<br/><br/></span></font><font size=""4""><span style=""font-weight: bold;"">Rabais dès 1000 ml : 10%</span></font><br type=""_moz""/></div>",1,TVA taux normal,"Catalogue, recherche",4.5,/charpente_et_colles/bois_colles/aboutes_massifs/lambourdes_epicea_sapin_aboutees.jpg,/charpente_et_colles/bois_colles/aboutes_massifs/lambourdes_epicea_sapin_aboutees.jpg,/charpente_et_colles/bois_colles/aboutes_massifs/lambourdes_epicea_sapin_aboutees.jpg,/charpente_et_colles/bois_colles/aboutes_massifs/lambourdes_epicea_sapin_aboutees.jpg,Block after Info Column,product_nbr=léa.a.50.60.5.00.site,1,1,1,1,1,1,0,0,0,4,0,1,,/charpente_et_colles/bois_colles/aboutes_massifs/lambourdes_epicea_sapin_aboutees.jpg
3512,,Default,simple,rcat_fr/Charpente et collés/Lambourdes-carrelets/Lambourdes aboutées,"prof,priv",Lambourdes épicéa aboutées rabotées 5.00 m 25/55 mm,"<div style=""min-width: 20em; min-height: 4em; color: black; background-color: white; text-align: left; font-size: medium; font-family: Arial; font-weight: normal; font-style: normal;""><span style=""font-weight: bold;""><font size=""4"">Lambourdes épicéa/sapin aboutées&#44;</font><br/></span><font size=""4"">rabotées 4 faces&#44; bois Suisse.</font><font size=""4""><span style=""font-weight: bold;""><br/><br style=""text-decoration: underline;""/></span><span style=""text-decoration: underline;"">Sections:</span> <span style=""font-style: italic;"">25/55 mm</span>        <span style=""text-decoration: underline;"">Longueur:</span><span style=""font-weight: bold;""> </span><span style=""font-style: italic;"">5 m<br/><br/>8 pces/paquets<br/>576 pces / ballot<br/><br/></span></font><font size=""4""><span style=""font-weight: bold;"">Rabais dès 1000 ml : 10%</span></font><br type=""_moz""/></div>",1,TVA taux normal,"Catalogue, recherche",2.25,/charpente_et_colles/bois_colles/aboutes_massifs/lambourdes_epicea_sapin_aboutees.jpg,/charpente_et_colles/bois_colles/aboutes_massifs/lambourdes_epicea_sapin_aboutees.jpg,/charpente_et_colles/bois_colles/aboutes_massifs/lambourdes_epicea_sapin_aboutees.jpg,/charpente_et_colles/bois_colles/aboutes_massifs/lambourdes_epicea_sapin_aboutees.jpg,Block after Info Column,product_nbr=léa.a.25.50.5.00.site,1,1,1,1,1,1,0,0,0,8,0,1,,/charpente_et_colles/bois_colles/aboutes_massifs/lambourdes_epicea_sapin_aboutees.jpg
3513,,Default,simple,rcat_fr/Charpente et collés/Lambourdes-carrelets/Lambourdes aboutées,"prof,priv",Lambourdes épicéa aboutées rabotées 5.00 m 30/30 mm,"<div style=""min-width: 20em; min-height: 4em; color: black; background-color: white; text-align: left; font-size: medium; font-family: Arial; font-weight: normal; font-style: normal;""><span style=""font-weight: bold;""><font size=""4"">Lambourdes épicéa/sapin aboutées&#44;</font><br/></span><font size=""4"">rabotées 4 faces&#44; bois Suisse.</font><font size=""4"" style=""font-weight: bold;""><br/></font><font size=""4""><span style=""font-weight: bold;""><br style=""text-decoration: underline;""/></span><span style=""text-decoration: underline;"">Sections:</span><span style=""font-style: italic;""> 30/30 mm        </span><span style=""text-decoration: underline;"">Longueur:</span><span style=""font-weight: bold;""> </span><span style=""font-style: italic;"">5 m<br/><br/>9 pces/paquets<br/>891 pces / ballot<br/><br/></span></font><font size=""4""><span style=""font-weight: bold;"">Rabais dès 1000 ml : 10%</span></font><br type=""_moz""/></div>",1,TVA taux normal,"Catalogue, recherche",1.55,/charpente_et_colles/bois_colles/aboutes_massifs/lambourdes_epicea_sapin_aboutees.jpg,/charpente_et_colles/bois_colles/aboutes_massifs/lambourdes_epicea_sapin_aboutees.jpg,/charpente_et_colles/bois_colles/aboutes_massifs/lambourdes_epicea_sapin_aboutees.jpg,/charpente_et_colles/bois_colles/aboutes_massifs/lambourdes_epicea_sapin_aboutees.jpg,Block after Info Column,product_nbr=léa.a.30.30.5.00.site,1,1,1,1,1,1,0,0,0,9,0,1,,/charpente_et_colles/bois_colles/aboutes_massifs/lambourdes_epicea_sapin_aboutees.jpg
3516,,Default,simple,rcat_fr/Charpente et collés/Lambourdes-carrelets/Lambourdes aboutées,"prof,priv",Lambourdes épicéa aboutées rabotées 5.00 m 40/60 mm,"<div style=""min-width: 20em; min-height: 4em; color: black; background-color: white; text-align: left; font-size: medium; font-family: Arial; font-weight: normal; font-style: normal;""><span style=""font-weight: bold;""><font size=""4"">Lambourdes épicéa/sapin aboutées&#44;</font><br/></span><font size=""4"">rabotées 4 faces&#44; bois Suisse.</font><font size=""4""><span style=""font-weight: bold;""><br/><br style=""text-decoration: underline;""/></span><span style=""text-decoration: underline;"">Sections:</span> <span style=""font-style: italic;"">40/60 mm</span>        <span style=""text-decoration: underline;"">Longueur:</span><span style=""font-weight: bold;""> </span><span style=""font-style: italic;"">5 m<br/><br/>6 pces/paquets<br/>336 pces / ballot<br/><br/></span></font><font size=""4""><span style=""font-weight: bold;"">Rabais dès 1000 ml : 10%</span></font><br type=""_moz""/></div>",1,TVA taux normal,"Catalogue, recherche",3.45,/charpente_et_colles/bois_colles/aboutes_massifs/lambourdes_epicea_sapin_aboutees.jpg,/charpente_et_colles/bois_colles/aboutes_massifs/lambourdes_epicea_sapin_aboutees.jpg,/charpente_et_colles/bois_colles/aboutes_massifs/lambourdes_epicea_sapin_aboutees.jpg,/charpente_et_colles/bois_colles/aboutes_massifs/lambourdes_epicea_sapin_aboutees.jpg,Block after Info Column,product_nbr=léa.a.40.60.5.00.site,1,1,1,1,1,1,0,0,0,6,0,1,,/charpente_et_colles/bois_colles/aboutes_massifs/lambourdes_epicea_sapin_aboutees.jpg
5009,,Default,simple,rcat_fr/Charpente et collés/Lambourdes-carrelets/Lambourdes aboutées,"prof,priv",Lambourdes épicéa aboutées rabotées 5.00 m 20/44 mm,"<div style=""min-width: 20em; min-height: 4em; color: black; background-color: white; text-align: left; font-size: medium; font-family: Arial; font-weight: normal; font-style: normal;""><span style=""font-weight: bold;""><font size=""4"">Lambourdes épicéa/sapin aboutées&#44;</font><br/></span><font size=""4"">rabotées 4 faces&#44; bois CH</font><font size=""4"" style=""font-weight: bold;""><br/></font><font size=""4""><span style=""font-weight: bold;""><br style=""text-decoration: underline;""/></span><span style=""text-decoration: underline;"">Sections:</span> <span style=""font-style: italic;"">20/44 mm        </span><span style=""text-decoration: underline;"">Longueur:</span><span style=""font-weight: bold;""> </span><span style=""font-style: italic;"">5 m<br/><br/>10 pces/paquets<br/>880 pces/ballot<br/><br/></span></font><font size=""4""><span style=""font-weight: bold;"">Rabais dès 1000 ml : 10%</span></font><br type=""_moz""/></div>",1,TVA taux normal,"Catalogue, recherche",1.5,/charpente_et_colles/bois_colles/aboutes_massifs/lambourdes_epicea_sapin_aboutees.jpg,/charpente_et_colles/bois_colles/aboutes_massifs/lambourdes_epicea_sapin_aboutees.jpg,/charpente_et_colles/bois_colles/aboutes_massifs/lambourdes_epicea_sapin_aboutees.jpg,/charpente_et_colles/bois_colles/aboutes_massifs/lambourdes_epicea_sapin_aboutees.jpg,Block after Info Column,product_nbr=léa.a.20.44.5.00.site,1,1,1,1,1,1,0,0,0,10,0,1,,/charpente_et_colles/bois_colles/aboutes_massifs/lambourdes_epicea_sapin_aboutees.jpg
3521,,Default,simple,rcat_fr/Charpente et collés/Lambourdes-carrelets/Lambourdes aboutées,"prof,priv",Lambourdes épicéa aboutées rabotées 5.00 m 60/80 mm,"<div style=""min-width: 20em; min-height: 4em; color: black; background-color: white; text-align: left; font-size: medium; font-family: Arial; font-weight: normal; font-style: normal;""><span style=""font-weight: bold;""><font size=""4"">Lambourdes épicéa/sapin aboutées&#44;</font><br/></span><font size=""4"">rabotées 4 faces&#44; bois Suisse.</font><font size=""4"" style=""font-weight: bold;""><br/></font><font size=""4""><span style=""font-weight: bold;""><br style=""text-decoration: underline;""/></span><span style=""text-decoration: underline;"">Sections:</span> <span style=""font-style: italic;"">60/80 mm        </span><span style=""text-decoration: underline;"">Longueurs:</span><span style=""font-weight: bold;""> </span><span style=""font-style: italic;""> 5 m<br/></span></font><font size=""4""><span style=""font-style: italic;""><br/>168 pces / ballot<br/><br/></span></font><font size=""4""><span style=""font-weight: bold;"">Rabais dès 1000 ml : 10%</span></font><br type=""_moz""/><span style=""font-weight: bold;""> </span></div>",1,TVA taux normal,"Catalogue, recherche",6.65,/charpente_et_colles/bois_colles/aboutes_massifs/lambourdes_epicea_sapin_aboutees.jpg,/charpente_et_colles/bois_colles/aboutes_massifs/lambourdes_epicea_sapin_aboutees.jpg,/charpente_et_colles/bois_colles/aboutes_massifs/lambourdes_epicea_sapin_aboutees.jpg,/charpente_et_colles/bois_colles/aboutes_massifs/lambourdes_epicea_sapin_aboutees.jpg,Block after Info Column,product_nbr=léa.a.60.80.5.00.site,1,1,1,1,1,1,0,0,0,4,0,1,,/charpente_et_colles/bois_colles/aboutes_massifs/lambourdes_epicea_sapin_aboutees.jpg
3520,,Default,simple,rcat_fr/Charpente et collés/Lambourdes-carrelets/Lambourdes aboutées,"prof,priv",Lambourdes épicéa aboutées rabotées 5.00 m 60/60 mm,"<div style=""min-width: 20em; min-height: 4em; color: black; background-color: white; text-align: left; font-size: medium; font-family: Arial; font-weight: normal; font-style: normal;""><span style=""font-weight: bold;""><font size=""4"">Lambourdes épicéa/sapin aboutées&#44;</font><br/></span><font size=""4"">rabotées 4 faces&#44; bois Suisse.</font><font size=""4"" style=""font-weight: bold;""><br/></font><font size=""4""><span style=""font-weight: bold;""><br style=""text-decoration: underline;""/></span><span style=""text-decoration: underline;"">Sections:</span> <span style=""font-style: italic;"">60/60 mm        </span><span style=""text-decoration: underline;"">Longueur:</span><span style=""font-weight: bold;""> </span><span style=""font-style: italic;""> 5 m<br/><br/>4 pces/paquets<br/>224 pces / ballot<br/><br/></span><span style=""font-weight: bold;"">Rabais dès 1000 ml : 10%</span><span style=""font-style: italic;""><br type=""_moz""/></span></font></div>",1,TVA taux normal,"Catalogue, recherche",5.2,/charpente_et_colles/bois_colles/aboutes_massifs/lambourdes_epicea_sapin_aboutees.jpg,/charpente_et_colles/bois_colles/aboutes_massifs/lambourdes_epicea_sapin_aboutees.jpg,/charpente_et_colles/bois_colles/aboutes_massifs/lambourdes_epicea_sapin_aboutees.jpg,/charpente_et_colles/bois_colles/aboutes_massifs/lambourdes_epicea_sapin_aboutees.jpg,Block after Info Column,product_nbr=léa.a.60.60.5.00.site,1,1,1,1,1,1,0,0,0,4,0,1,,/charpente_et_colles/bois_colles/aboutes_massifs/lambourdes_epicea_sapin_aboutees.jpg
4995,,Default,simple,rcat_fr/Charpente et collés/Lambourdes-carrelets/Lambourdes aboutées,"prof,priv",Lambourdes épicéa aboutées rabotées 5.00 m 40/80 mm,"<div style=""min-width: 20em; min-height: 4em; color: black; background-color: white; text-align: left; font-size: medium; font-family: Arial; font-weight: normal; font-style: normal;""><span style=""font-weight: bold;""><font size=""4"">Lambourdes épicéa/sapin aboutées&#44;</font><br/></span><font size=""4"">rabotées 4 faces&#44; bois Suisse.</font><font size=""4""><span style=""font-weight: bold;""><br/><br style=""text-decoration: underline;""/></span><span style=""text-decoration: underline;"">Sections:</span> <span style=""font-style: italic;"">40/80 mm</span>        <span style=""text-decoration: underline;"">Longueur:</span><span style=""font-weight: bold;""> </span><span style=""font-style: italic;"">5 m<br/><br/>4 pces/paquets<br/>240 pces / ballot<br/><br/></span></font><font size=""4""><span style=""font-weight: bold;"">Rabais dès 1000 ml : 10%</span></font><br type=""_moz""/></div>",1,TVA taux normal,"Catalogue, recherche",4.7,/charpente_et_colles/bois_colles/aboutes_massifs/lambourdes_epicea_sapin_aboutees.jpg,/charpente_et_colles/bois_colles/aboutes_massifs/lambourdes_epicea_sapin_aboutees.jpg,/charpente_et_colles/bois_colles/aboutes_massifs/lambourdes_epicea_sapin_aboutees.jpg,/charpente_et_colles/bois_colles/aboutes_massifs/lambourdes_epicea_sapin_aboutees.jpg,Block after Info Column,product_nbr=lsar.40.80.5.00sc.site,1,1,1,1,1,1,0,0,0,4,0,1,,/charpente_et_colles/bois_colles/aboutes_massifs/lambourdes_epicea_sapin_aboutees.jpg
